English,en,0:00,night1,night
,,6:00,morning1,morning
,,12:00,afternoon1,afternoon
,,18:00,evening1,evening
,,21:00,night1,night
Santali,sat,0:00,night1,ᱟᱹᱭᱩᱵ
,,6:00,morning1,ᱥᱮᱛᱟᱜ
,,12:00,afternoon1,ᱛᱟᱨᱟᱥᱤᱧ
,,18:00,evening1,ᱵᱮᱲᱟ ᱦᱟᱹᱥᱩᱨ
,,21:00,night1,ᱧᱤᱱᱫᱟᱹ
